Survey ID,Product Name,Print Customer Region,LTR,Source Type,Survey language,Review Source,Star Rating,Product Family,Supplies Family,Printer Family,Model Name,Combined Text,Ink Supply Type,token_count,Response Date,Month of Response Date,predicted_level1,TextBlob_Sentiment,TextBlob_NaiveBayes_Sentiment,NLTK_Vader_Sentiment,Sentiment_Label_TB,Sentiment_Label_TB_NB,Sentiment_Label_VADER,True_Label,Predicted_Label_NB
376246749,HP Smart Tank 530 Wireless All-in-One,MX,7,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Poseidon,Poseidon,HP Smart Tank 530 Wireless All-in-One,Frequently requests user intervention. Because the cartridges need to be changed. The black tank is not filling properly. Where can you take it to have it checked?,CISS,27,01-04-24 22:06,01-04-24 0:00,Others,-0.022222222,pos,0,Negative,Positive,Neutral,Positive,Positive
380140269,HP DeskJet 2710e All-in-One Printer,GB,6,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2710e All-in-One Printer,"I feel I should have paid a bit more for a more functional printer scanner. 

Often the ink smudges when printing 

The document won’t print and it’s hard to figure out why

I can’t scan more than one page at a time",IPH,42,15-04-24 23:28,01-04-24 0:00,Others,0.302083333,neg,-0.1027,Positive,Negative,Negative,Neutral,Neutral
383571872,HP 303XL High Yield Tri-color Original Ink Cartridge,IT,4,Web Reviews,Italian,Amazon IT,2,Supplies - Ink,Centaur,,HP 303XL High Yield Tri-color Original Ink Cartridge,inchiostro esaurito dopo 3 stampe,IPH,5,08-04-24 1:00,01-04-24 0:00,Others,0,pos,0,Neutral,Positive,Neutral,Neutral,Neutral
379459288,HP ENVY 6455e All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6455e All-in-One Printer,"It is very easy HP send us the ink based on what we use, we don't need to do anything.",IPH,20,12-04-24 6:59,01-04-24 0:00,Instant Ink related,0.563333333,pos,0.4927,Positive,Positive,Positive,Positive,Positive
378711111,DeskJet 2700 All-in-One Printer series,FR,10,HPS Surveys,French (France),,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2710e All-in-One Printer,Never any problems with HP Practical 2 cartridge style of the Light printer,IPH,13,11-04-24 23:16,01-04-24 0:00,Others,0.4,pos,0.3089,Positive,Positive,Positive,Positive,Positive
382927279,DeskJet 2700 All-in-One Printer series,US,6,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2752e All-in-One Printer,I thought I was on instant ink plan with my old printer. Paid for extra printed sheets and thought you were suppose to automatically send me new ink.  Printer ran out of ink and I never received any from you?  Found it almost cheaper to buy a new printer than replace it with hp ink. I won’t do the instant ink plan with this.  I will buy reman ink cartridges,IPH,70,21-04-24 13:49,01-04-24 0:00,"Cartridge Problem, Customer experience & expectation, Instant Ink related, Logistic Handling",0.062121212,pos,0,Positive,Positive,Neutral,Neutral,Negative
382091403,HP DeskJet 3750 All-in-One Printer,HU,3,HPS Surveys,English,,,Supplies - Ink,Dolmen Refresh,Lhasa,HP DeskJet 3750 All-in-One Printer,"This printer is electronic waste. It does not scan the documents, only a blank page appears or it says that it is an error. The cartridge runs out very quickly.
 In my previous printer, I never had to deal with aligning the print heads. Every 2 months for this printer. In short, I wouldn't recommend anyone to buy it.",IPH,59,22-04-24 13:37,01-04-24 0:00,"Cartridge Problem, Customer experience & expectation, Print quality",-0.073333333,neg,-0.7657,Negative,Negative,Negative,Negative,Negative
384012929,HP OfficeJet Pro 9120e Series,US,8,HPS Surveys,English,,,Supplies - Ink,Nocturne,Marconi Yeti,HP OfficeJet Pro 9125e All-in-One Printer,"Set-up instructions leave a lot unsaid. The unpack, insert ink is ok but BEFORE you do that, the user should be clearly directed to download and log on the the app.",IIC,31,26-04-24 14:25,01-04-24 0:00,Others,0.3,pos,0.6187,Positive,Positive,Positive,Positive,Positive
382096258,HP OfficeJet Pro 8020e All-in-One Printer,AU,10,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8020e All-in-One Printer,"I have had several HP printers over many years and appreciate that this machineis easier to use. For eaxample it is far easier to replace the ink cartridges than any previous machine.
This is important when you are aged and arthritis starts to impact hands and fingers. I just wish it was easier to get the orange tag off the cartridges.",IIC,61,22-04-24 23:06,01-04-24 0:00,Others,0.122222222,pos,0.9274,Positive,Positive,Positive,Positive,Positive
383585699,HP OfficeJet Pro 8023 All-in-One Printer,ZA,8,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec,HP OfficeJet Pro 8023 All-in-One Printer,Very good. Can print from almost devices. Issues with installing printer cartridges that came with the printer. Have run through all troubleshooting advice. Does not print in colour properly.,IIC,29,27-04-24 9:55,01-04-24 0:00,Others,0.455,pos,0.5984,Positive,Positive,Positive,Positive,Positive
381210683,HP DeskJet 2710 All-in-One Printer,US,3,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola,HP DeskJet 2710 All-in-One Printer,The printer print very slow and also the ink finished very fast.,IPH,12,17-04-24 0:29,01-04-24 0:00,Others,-0.065,pos,0,Negative,Positive,Neutral,Negative,Negative
383678957,ENVY 6000 All-in-One Printer series,GB,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6020e All-in-One Printer,"As always"" anything to do with technology"", got my grand daughter to help me choose. I needed a suitable printer/scanner, and as she to has this printer with the instant ink deals, which is a big plus, she knew it would be perfect or me. I'm in my 70's and although pretty good with technology, like a lot of people my age find it hard sometimes to keep up with all the changes. You just get the hang of something & then need to update.  However I'm super impressed with my new HP Envy. It was so easy to install, every function is more or less self explanatory, so no need for the usual step by step instructions pinned to the wall in front of me of quite a while.  Very pleased. 10 out of 10. Thank You.",IPH,138,27-04-24 14:53,01-04-24 0:00,"Instant Ink related, Others, General satisfied",0.334043561,pos,0.9823,Positive,Positive,Positive,Positive,Positive
377578230,HP DeskJet 4155e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4155e All-in-One Printer,Printer never worked wasn’t able to print properly always going offline and not able to print. Ink cartridge were empty and never received extras because printer was always going offline.,IPH,30,05-04-24 9:06,01-04-24 0:00,Logistic Handling,0.0375,pos,-0.4215,Positive,Positive,Negative,Negative,Negative
383908081,HP 962XL High Yield Black/962 Cyan/Magenta/Yellow 4-pack Original Ink Cartridges,US,10,Web Reviews,English,Staples,5,Supplies - Ink,Magnus,,HP 962XL High Yield Black/962 Cyan/Magenta/Yellow 4-pack Original Ink Cartridges,The XL toners last a lot longer than the regular toners. Ships fast. Good price.,IIC,15,09-04-24 8:00,01-04-24 0:00,Others,0.225,pos,0.4404,Positive,Positive,Positive,Positive,Positive
378561539,HP 67XL High Yield Black Original Ink Cartridge,US,10,Web Reviews,English,Amazon US,5,Supplies - Ink,Obelisk,,HP 67XL High Yield Black Original Ink Cartridge,"Good value for the money, printed 120 pages right out of the box lol . No issues at all. I would recommend.",IPH,22,04-04-24 1:00,01-04-24 0:00,Customer experience & expectation,0.595238095,neg,0.8126,Positive,Negative,Positive,Positive,Positive
377348056,HP OfficeJet Pro 8020 series,US,10,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8028e All-in-One Printer,Ease of use and the HP+ auto ordering ink when it detects the printer is low. An actual solution to a customer problem. I do think the subscription for it is overkill since the aim is to get people to buy ink directly from HP.,IIC,45,07-04-24 19:16,01-04-24 0:00,Instant Ink related,0.033333333,neg,0,Positive,Negative,Neutral,Positive,Positive
381807475,HP DeskJet 2755e All-in-One Printer,US,9,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2755e All-in-One Printer,I like the program but it consistently says my laptop is not recognized. Although it is timely with the ink shipments. Overall I like it,IPH,25,18-04-24 10:40,01-04-24 0:00,Others,0.125,pos,0.6124,Positive,Positive,Positive,Positive,Positive
385744471,HP DeskJet 2734e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2734e All-in-One Printer,"Very bad connectivity, connection problems, ink dried out very soon. overall very unsatisfactory experience.",IPH,14,30-04-24 15:48,01-04-24 0:00,Customer experience & expectation,-0.142,pos,-0.7574,Negative,Positive,Negative,Negative,Negative
378865879,HP OfficeJet Pro 8020 series,US,10,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8028e All-in-One Printer,"Easy to set up, no issues, great print quality for my personal use. The auto shipment of ink at reasonable price is a great option.",IIC,25,16-04-24 12:29,01-04-24 0:00,"Print quality, Cost",0.446666667,pos,0.872,Positive,Positive,Positive,Positive,Positive
380514451,ENVY 6000 All-in-One Printer series,GB,7,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6032e All-in-One Printer,"It's a great idea, but I have yet to be convinced it will work out cheaper in a year than buying new cartridges from Amazon. Time will tell!",IPH,28,18-04-24 8:11,01-04-24 0:00,Customer experience & expectation,0.485227273,pos,0.8147,Positive,Positive,Positive,Positive,Positive
377196795,HP OfficeJet Pro 8034e All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8034e All-in-One Printer,"Love my new printer. It is fast, ink cartridges are easy to change, love the all in one copy, print and scan feature. I have always had great success with HP products. Thank you for the quality and I love the plan you have for ink and the fact that you accept the empty cartridges back.",IIC,56,04-04-24 11:07,01-04-24 0:00,"Print quality, General satisfied",0.326969697,pos,0.981,Positive,Positive,Positive,Positive,Positive
384127719,ENVY 6400 All-in-One Printer series,ES,9,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6432e All-in-One Printer,Very good printing quality. I received replacement cartridges within a few days of purchase.,IPH,14,30-04-24 7:28,01-04-24 0:00,Others,0.355,pos,0.4927,Positive,Positive,Positive,Positive,Positive
379096300,HP OfficeJet 8010 series,US,10,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet 8015e All-in-One Printer,"Easy to purchase easy to set up beautiful copies. It’s quick. It’s clear, and ink is readily available.",IIC,18,10-04-24 13:17,01-04-24 0:00,Others,0.425,pos,0.9062,Positive,Positive,Positive,Positive,Positive
388009704,HP 63XL High Yield Black Original Ink Cartridge,US,10,Web Reviews,English,Staples,5,Supplies - Ink,Dolmen Refresh,,HP 63XL High Yield Black Original Ink Cartridge,It works fine in my computer.,IPH,6,23-04-24 8:00,01-04-24 0:00,Others,0.416666667,pos,0.2023,Positive,Positive,Positive,Positive,Positive
379338810,HP 63 Black Original Ink Cartridge,US,10,Web Reviews,English,Amazon US,5,Supplies - Ink,Dolmen Refresh,,HP 63 Black Original Ink Cartridge,Ink arrived just in time. Thanks for the great service. Will spread the good word,IPH,15,05-04-24 1:00,01-04-24 0:00,"Instant Ink related, Logistic Handling",0.566666667,pos,0.872,Positive,Positive,Positive,Positive,Positive
381167757,HP Smart Tank 6001 All-in-One,US,7,HPS Surveys,English,,,Supplies - Ink,Sayan,Sayan,HP Smart Tank 6001e All-in-One,"-I don't often make recommendations
-Iwanted to not use plastic ink cartridges due to costs and environmental concerns
-I have not yet determined if I can use generic ink refilling",CISS,30,20-04-24 10:27,01-04-24 0:00,Others,-0.0625,pos,-0.2584,Negative,Positive,Negative,Positive,Positive
385194849,HP DeskJet Ink Advantage 2676 All-in-One Printer,BR,6,HPS Surveys,Portuguese (Brazil),,,Supplies - Ink,Dolmen Refresh,Taiji,HP DeskJet Ink Advantage 2676 All-in-One Printer,My original cartridges were blocked by printer ransoware for no reason.,IPH,11,28-04-24 14:53,01-04-24 0:00,"Customer experience & expectation, Brand Loyalty",0.375,pos,-0.25,Positive,Positive,Negative,Neutral,Neutral
381247881,HP Tango,US,10,HPS Surveys,English,,,Supplies - Ink,Centaur,Infinity,HP Tango,"Tango is a sleek beautiful machine on my desk-very attractive. So glad you made it in White as opposed to those large ugly black models. It is fast and fairly quiet. I am very happy with it. It is missing the ability to make copies - that is the only negative. .Also I am signed up for ink replacements that HP is able to keep track of via my Tango.  It was a good buy for me and I love it.
Lady Carlyon Coates",IPH,84,18-04-24 14:45,01-04-24 0:00,Others,0.24360119,pos,0.9359,Positive,Positive,Positive,Positive,Positive
378485113,HP ENVY 6458e All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6458e All-in-One Printer,"Love my Envy printer for a couple of reasons and then I also have 1 complaint. The Envy produces excellent quality prints with vibrant colors and stark black prints. Operating the printer is easy. My only complaint is the instant ink.  I opted for instant ink refills and later decided to cancel the service.  The ink cartridges are chipped and cancelling the ink service shut down the Envy. I had to throw away the ink cartridges, (which I paid for) and reinstall a printing app.",IPH,85,08-04-24 6:02,01-04-24 0:00,"Print quality, Cartridge Problem",0.075213675,pos,0.5719,Positive,Positive,Positive,Positive,Positive
382094557,HP DeskJet 2734e All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2734e All-in-One Printer,Great to get ink this way.,IPH,6,19-04-24 10:14,01-04-24 0:00,"Instant Ink related, General satisfied",0.8,pos,0.6249,Positive,Positive,Positive,Positive,Positive
379037792,HP OfficeJet Pro 8028e All-in-One Printer,US,9,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8028e All-in-One Printer,Faster printing than my previous HP printer. Good quality color prints. Ink seems to last a good amount of time compared to cartridges.,IIC,23,10-04-24 14:13,01-04-24 0:00,Print quality,0.308333333,pos,0.7003,Positive,Positive,Positive,Positive,Positive
378503073,HP DeskJet 4120e All-in-One Printer,GB,5,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4120e All-in-One Printer,Hp printers are good but if you don't use them often the ink dries up & printer becomes faulty,IPH,19,07-04-24 0:19,01-04-24 0:00,Customer experience & expectation,0.7,pos,-0.25,Positive,Positive,Negative,Neutral,Positive
378309284,DeskJet 2700 All-in-One Printer series,IT,10,HPS Surveys,Italian,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2720e All-in-One Printer,Easy to install and use. The instruction manual is very clear. It takes up little space and weighs little. Excellent print and ink quality. With the application you can also control and print remotely,IPH,34,09-04-24 21:00,01-04-24 0:00,"Print quality, Customer experience & expectation, General satisfied",0.181388889,pos,0.8481,Positive,Positive,Positive,Positive,Positive
382540322,ENVY Inspire 7200e All-in-One Printer series,US,10,HPS Surveys,English,,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7255e All-in-One Printer,It was easy to set up. Paper tray is kinda touchy and flimsy. Prints fast. Only bad thing is the black cartridge that came with it didn't print much.,IPH,29,23-04-24 13:08,01-04-24 0:00,Others,-0.005555556,pos,-0.1531,Negative,Positive,Negative,Positive,Positive
388009949,HP 923 CMYK Original Ink Cartridge 4-Pack,US,10,Web Reviews,English,Amazon US,5,Supplies - Ink,Zipporah,,HP 923 CMYK Original Ink Cartridge 4-Pack,"Fast Shipping, great Item",IIC,4,01-04-24 1:00,01-04-24 0:00,"General satisfied, Logistic Handling",0.5,pos,0.6249,Positive,Positive,Positive,Positive,Positive
378602672,HP OfficeJet 8022 All-in-One Printer,CA,9,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec,HP OfficeJet 8022 All-in-One Printer,The price is reasonable and the service is good. No worries or excessive ink costs.,IIC,15,09-04-24 8:21,01-04-24 0:00,Cost,0.216666667,pos,-0.2732,Positive,Positive,Negative,Positive,Positive
380103918,HP Smart Tank 5101 All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Pluto Plus,Lebi,HP Smart Tank 5101 All-in-One,"Easy set up & download of software
Looking forward to the savings in ink cost",CISS,15,12-04-24 12:10,01-04-24 0:00,Others,0.433333333,pos,0.4404,Positive,Positive,Positive,Positive,Positive
380321381,HP OfficeJet Pro 8028e All-in-One Printer,US,2,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8028e All-in-One Printer,Gouging on ink prices,IIC,4,17-04-24 14:15,01-04-24 0:00,Cost,0,pos,0,Neutral,Positive,Neutral,Negative,Positive
378170786,HP DeskJet 4158e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4158e All-in-One Printer,"It looses connection to the wifi constantly 
The scanner will not copy multiple pages on feeder.  I am also paying for ink I never get. Very disappointed.",IPH,27,06-04-24 11:46,01-04-24 0:00,Printer Hardware/Printing issues,-0.325,pos,0.2894,Negative,Positive,Positive,Negative,Negative
383982342,HP DeskJet 2710e All-in-One Printer,GB,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2710e All-in-One Printer,Paying monthly contract but don't get ink,IPH,7,29-04-24 11:20,01-04-24 0:00,"Instant Ink related, Logistic Handling",0,neg,0,Neutral,Negative,Neutral,Negative,Negative
384209048,HP 65 Black Original Ink Cartridge,US,8,Web Reviews,English,Amazon US,4,Supplies - Ink,Dolmen Refresh,,HP 65 Black Original Ink Cartridge,i bought one on 3/29 and here it is 4/16 ~ right at 2 weeks and it’s already low ~ printing is saying to replace ink ~ all i print is shipping labels ~ average of 4/5 a day that’s not right & makes no sense so what’s up?,IPH,49,20-04-24 1:00,01-04-24 0:00,Customer experience & expectation,-0.001785714,pos,-0.0547,Negative,Positive,Negative,Positive,Positive
383597052,HP OfficeJet 3831 All-in-One Printer,FR,5,HPS Surveys,French,,,Supplies - Ink,Dolmen Refresh,Shaolin,HP OfficeJet 3831 All-in-One Printer,"Following a new HP 4100 printer that I have just received, I noticed that the power cable and ink cartridges are missing and it is impossible to operate the printer",IPH,30,27-04-24 9:46,01-04-24 0:00,Others,-0.182575758,pos,-0.296,Negative,Positive,Negative,Neutral,Neutral
388009446,HP 64 Tri-color Original Ink Cartridge,US,10,Web Reviews,English,Staples,5,Supplies - Ink,Centaur,,HP 64 Tri-color Original Ink Cartridge,Still using the sample ink cartridges. The color is great and every thing is working great.,IPH,16,04-04-24 8:00,01-04-24 0:00,General satisfied,0.8,pos,0.8481,Positive,Positive,Positive,Positive,Positive
376547146,HP DeskJet 2742e All-in-One Printer,CA,6,HPS Surveys,French,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2742e All-in-One Printer,"It's a nice printer, but even though I only use cartridges from the Insta Ink program, the print quality is not great. The letters leak, are not beautiful. Disappointing for an almost new printer.",IPH,34,03-04-24 16:10,01-04-24 0:00,Print quality,-0.114772727,pos,-0.8135,Negative,Positive,Negative,Neutral,Positive
380769197,ENVY 6000 All-in-One Printer series,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6052e All-in-One Printer,The printer stopped printing black characters after lest than 50 pages and I reinstalled it several times which did not resolve the issue. I removed the printer and ordered a Cannon printer to replace it.. No more HP for me!!!,IPH,40,16-04-24 10:35,01-04-24 0:00,"Print quality, Cartridge Problem",-0.218315972,neg,-0.7319,Negative,Negative,Negative,Negative,Negative
377185526,HP OfficeJet Pro 9015 All-in-One Printer,CA,0,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan,HP OfficeJet Pro 9015 All-in-One Printer,"I bought brand new ink and it says it’s defective 
I paid a little fortune $ for ink and I can’t print and yes it’s HP bought at staples 
It makes me so mad 
That’s how you make money right !!! Make us but defective ink",IIC,46,07-04-24 11:44,01-04-24 0:00,Customer experience & expectation,-0.029525162,pos,-0.8118,Negative,Positive,Negative,Negative,Negative
380134040,HP Smart Tank 515 Wireless All-in-One,GB,8,HPS Surveys,English,,,Supplies - Ink,Poseidon,Poseidon,HP Smart Tank 515 Printer,"The printer is wonderful and is in use on daily basis in my home.
However the ink doesn't stay on glossy paper and it smudges very easily despite having tried various settings, thats is why I scored it overall 8/10.",CISS,40,16-04-24 3:35,01-04-24 0:00,Others,0.312666667,pos,0.7501,Positive,Positive,Positive,Positive,Positive
378915444,HP DeskJet Ink Advantage Ultra 4877 Printer,CN,9,HPS Surveys,Chinese (China),,,Supplies - Ink,Obelisk,Taccola,HP DeskJet Ultra Ink Advantage 4877 series,"The printing is clear, the response is quick, and the operation is easy. However, I did not give it full marks because the original ink cartridges were not used up and I did not have to purchase any consumables. I am not sure whether it is convenient and cheap.",IPH,49,12-04-24 3:26,01-04-24 0:00,Others,0.248809524,pos,0.7039,Positive,Positive,Positive,Positive,Positive
385606140,DeskJet 2700 All-in-One Printer series,GB,3,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2710e All-in-One Printer,My first printer stopped printing black and by the time I was finished trying to work out what was wrong I had used my quota for the month. There did not appear to be any roll over. I got more ink but it just wasn't working. I cancelled my subscription and was going to bin it when I realised I had got extended warranty with Currys who replaced it for me. I now have a new printer and have resubscribed for how long who knows!,IPH,85,29-04-24 13:20,01-04-24 0:00,"Instant Ink related, Printer Hardware/Printing issues",0.026199495,neg,-0.1734,Positive,Negative,Negative,Negative,Negative
380945559,HP OfficeJet 8010 All-in-One Printer,AU,9,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec,HP OfficeJet 8010 All-in-One Printer,#NAME?,IIC,6,17-04-24 4:44,01-04-24 0:00,Others,0,pos,0,Neutral,Positive,Neutral,Positive,Positive
377033530,DeskJet 4100 All-in-One Printer series,US,9,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4155e All-in-One Printer,The high price for ink the ink cost more than the printer.,IPH,12,03-04-24 15:10,01-04-24 0:00,Cost,0.33,pos,0,Positive,Positive,Neutral,Positive,Positive
380889590,HP 63 Black Original Ink Cartridge,US,2,Web Reviews,English,Amazon US,1,Supplies - Ink,Dolmen Refresh,,HP 63 Black Original Ink Cartridge,The top of the cartridge is not made like the previous one. It will not allow for me to place it in correctly therefore it will not work. Seriously disappointing.,IPH,30,10-04-24 1:00,01-04-24 0:00,Cartridge Problem,-0.088888889,neg,0.2892,Negative,Negative,Positive,Negative,Negative
385743991,HP DeskJet 2734e All-in-One Printer,US,5,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2734e All-in-One Printer,The printer is fine…loved the idea of the ink service too except I only received the ink once…every other time I got charged but got no ink. Eww.,IPH,28,30-04-24 3:36,01-04-24 0:00,"Instant Ink related, Logistic Handling",-0.0625,pos,-0.4939,Negative,Positive,Negative,Neutral,Negative
383614885,HP OfficeJet Pro 8035e All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8035e All-in-One Printer,"I would recommend the HP printer and
Instant ink to everyone. The printer is
Reliable and makes great copies. If there is a problem I’ve called and problem solved.",IIC,29,27-04-24 5:54,01-04-24 0:00,Instant Ink related,0.4,pos,0.5106,Positive,Positive,Positive,Positive,Positive
385745330,HP DeskJet 4158e All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4158e All-in-One Printer,"I am pleased with this printer; however, I do not use it very regularly and so I have only had the ink replenished one time and I am not sure if it is worth it to pay 4.99 a month for replacement ink when I am not sure how often I will use it.",IPH,54,30-04-24 19:50,01-04-24 0:00,"Instant Ink related, Logistic Handling, Customer experience & expectation",0.05,pos,0.122,Positive,Positive,Positive,Positive,Positive
384941715,HP Smart Tank Plus 555 Wireless All-in-One,FR,9,HPS Surveys,French,,,Supplies - Ink,Poseidon,Poseidon,HP Smart Tank Plus 555 Printer,"I am very satisfied with this purchase!!!! I hesitated for a long time to choose between the different models offered in store, but the Seller convinced me and I am not disappointed,
 especially to no longer have the cartridge system to constantly change and also very expensive!!! In short, I am delighted with it and in fact I often talk about it to my friends and contacts. The only small personal problem is that I installed this printer slightly higher up......so I have a little difficulty viewing the screen, but that's simply due to the location!!",CISS,96,30-04-24 11:18,01-04-24 0:00,"Printer Hardware/Printing issues, Cost",0.0428125,pos,0.8631,Positive,Positive,Positive,Positive,Positive
383966782,HP OfficeJet Pro 8025e All-in-One Printer,US,9,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,easy set up with all my devices. Instant ink is more trouble that value. Irritating reminders to go to web site to reset printer to order ink.,IIC,27,25-04-24 12:50,01-04-24 0:00,Instant Ink related,0.066666667,neg,-0.1102,Positive,Negative,Negative,Positive,Positive
376743727,DeskJet 2800e All-in-One Printer series,DE,6,HPS Surveys,German,,,Supplies - Ink,Obelisk,Tassel Yeti,HP DeskJet 2820e All-in-One Printer,The ink is just working for 80 to 100 papers,IPH,10,05-04-24 14:40,01-04-24 0:00,Others,0,pos,0,Neutral,Positive,Neutral,Neutral,Positive
384363823,HP DeskJet 2722 All-in-One Printer,GB,4,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola,HP DeskJet 2722 All-in-One Printer,"Printer us good,but cartridges are hard to find and they are too expensive.Also average quantity of printouts is low from one cartridge.Accordingly cost per printout is also high.Accordingly Ink tank printer recommended than this for economical and convince  usage",IPH,39,27-04-24 8:21,01-04-24 0:00,Cost,-0.035416667,pos,0.0772,Negative,Positive,Positive,Neutral,Neutral
376555643,HP OfficeJet Pro 9014e All-in-One Printer,ES,10,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9014e All-in-One Printer,"The printer works wonderfully and for a home it is ideal, in my case I am studying and it covers my needs. Furthermore, with the instant ink service you forget about buying cartridges, toners, etc. and to find them. They are all advantages, it is not cheap but the service for me is perfect.",IIC,54,04-04-24 23:24,01-04-24 0:00,"Instant Ink related, General satisfied",0.54,pos,0.875,Positive,Positive,Positive,Positive,Positive
384040690,HP OfficeJet Pro 9120e Series,BE,3,HPS Surveys,French (France),,,Supplies - Ink,Nocturne,Marconi Yeti,HP OfficeJet Pro 9120e All-in-One Printer,The cartridges from my old HP printer are unusable. No current models work with 903s anymore. I have a stock of them. This is pure profit marketing.,IIC,27,25-04-24 11:34,01-04-24 0:00,Others,0.104761905,pos,0.1779,Positive,Positive,Positive,Negative,Negative
379026922,HP DeskJet 4122e All-in-One Printer,GB,7,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4122e All-in-One Printer,"It is a decent printer, but the quality of the print and the short life of the cartridges is not particularly ideal. that and also the lack of connecting cables being offered with the printer, being forced to connect it only over WiFi - which has been quite the task in our case.",IPH,53,09-04-24 23:12,01-04-24 0:00,Print quality,-0.116666667,pos,-0.8988,Negative,Positive,Negative,Positive,Positive
385464173,HP DeskJet 4155e All-in-One Printer,US,1,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4155e All-in-One Printer,Your ink policy.,IPH,3,29-04-24 13:19,01-04-24 0:00,Others,0,pos,0,Neutral,Positive,Neutral,Negative,Negative
381786252,HP OfficeJet Pro 8035e All-in-One Printer,US,9,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8035e All-in-One Printer,"The printer is very durable and reliable. Easy maintenance and easy changing ink cartridges. 
I don't like having to be on a ink plan to do wifi printing. Thanks",IIC,29,18-04-24 10:21,01-04-24 0:00,Customer experience & expectation,0.316666667,pos,0.7643,Positive,Positive,Positive,Positive,Positive
384934676,HP ENVY 6032 All-In-One Printer,AT,7,HPS Surveys,German,,,Supplies - Ink,Obelisk,Vasari,HP ENVY 6032 All-In-One Printer,The cost of printer cartridges is too high,IPH,8,30-04-24 10:46,01-04-24 0:00,Cost,0.16,pos,0,Positive,Positive,Neutral,Positive,Positive
